ID,"Parent Product ID","WPML Translation ID","WPML Language Code",Title,Content,Excerpt,Sku,"Regular Price","Sale Price","Stock Status",Stock,Tags,Category,"SEO title","SEO Description",visible_roles,invisible_roles,"Tax Class","Tax Status","Superdaycare Price","Daycare Price","Daycare Staff Price","Parent Price","Parent Extra Price"
530,0,278,nl,"Macaroni 500g","<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Product: Macaroni </span></span><br />
<span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Format: 500g</span></span></p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/500g/"" rel=""tag"">500g</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/deegwaren/"" rel=""tag"">deegwaren</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/macaroni/"" rel=""tag"">macaroni</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/pasta/"" rel=""tag"">pasta</a>",macaroni-500g-deegwaren,0.33,,instock,,500g|deegwaren|macaroni|pasta,"Supermarkt>Pasta &amp; Rijst",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|parent|staff,6vat,taxable,,,,,
532,0,283,nl,"spaghetti 500g","<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Product: Spaghetti </span></span></span></span><br />
<span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Format: 500g</span></span></span></span></p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/500g/"" rel=""tag"">500g</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/deegwaren/"" rel=""tag"">deegwaren</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/pasta/"" rel=""tag"">pasta</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/spaghetti/"" rel=""tag"">spaghetti</a>",spaghetti-500g,0.32,,instock,,500g|deegwaren|pasta|spaghetti,"Supermarkt>Pasta &amp; Rijst",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|parent|staff,6vat,taxable,,,,,
534,0,285,nl,"Rijst 4x125g","<p>Product: Rijst in builtjes<br />
Formaat: 4x125g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/builtjes/"" rel=""tag"">builtjes</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/langkorrel/"" rel=""tag"">langkorrel</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/langkorrelrijst/"" rel=""tag"">langkorrelrijst</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/rijst/"" rel=""tag"">rijst</a>",rijst-4x125g,0.46,,instock,,builtjes|langkorrel|langkorrelrijst|rijst,"Supermarkt>Pasta &amp; Rijst",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
536,0,290,nl,"Smeerboter Omega 3 500g","<p>Product: Smeerboter met Omega 3 in vlootje<br />
Formaat: 500g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/3/"" rel=""tag"">3</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/boter/"" rel=""tag"">boter</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/margarine/"" rel=""tag"">margarine</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/omega/"" rel=""tag"">omega</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/omega-3/"" rel=""tag"">omega 3</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/smeerboter/"" rel=""tag"">smeerboter</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/vlootje/"" rel=""tag"">vlootje</a>",smeerboter-omega-3-500g,0.87,,instock,,"3|boter|margarine|omega|omega 3|smeerboter|vlootje","Supermarkt>Brood &amp; beleg",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
538,0,299,nl,"Betterfood Lu 175g (6m+)","<p>Product: Betterfood Lu, pletkoekjes voor + 6 maanden<br />
Formaat: 175g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/6/"" rel=""tag"">6</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/6-maanden/"" rel=""tag"">6 maanden</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/6m/"" rel=""tag"">6m+</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/baby/"" rel=""tag"">baby</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/betterfood/"" rel=""tag"">betterfood</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/fruitpap/"" rel=""tag"">fruitpap</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/koek/"" rel=""tag"">koek</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/koekjesmeel/"" rel=""tag"">koekjesmeel</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/lu/"" rel=""tag"">lu</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/ouder-dan-6-maanden/"" rel=""tag"">ouder dan 6 maanden</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/pletkoek/"" rel=""tag"">pletkoek</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/pletkoekjes/"" rel=""tag"">pletkoekjes</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/verdikking/"" rel=""tag"">verdikking</a>",betterfood-lu-175g-6m,1.26,,instock,,"6|6 maanden|6m+|baby|betterfood|fruitpap|koek|koekjesmeel|lu|ouder dan 6 maanden|pletkoek|pletkoekjes|verdikking",Supermarkt>Babyvoeding,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
540,0,313,nl,"Confituur aardbei 450g","<p>Product: Confituur aardbei<br />
Formaat: 450g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/aardbei/"" rel=""tag"">aardbei</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/aardbeien/"" rel=""tag"">aardbeien</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/aardbeienconfituur/"" rel=""tag"">aardbeienconfituur</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/confituur/"" rel=""tag"">confituur</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/rood/"" rel=""tag"">rood</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/vruchten/"" rel=""tag"">vruchten</a>",confituur-aardbei-450g,0.77,,instock,,aardbei|aardbeien|aardbeienconfituur|confituur|rood|vruchten,"Supermarkt>Brood &amp; beleg",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
542,0,321,nl,"Elvea tomatenblokjes met verse groenten 800g","<p>Product: Elvea tomatenblokjes met verse groenten in blik<br />
Formaat: 800g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/blik/"" rel=""tag"">blik</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/elvea/"" rel=""tag"">elvea</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/tomaten/"" rel=""tag"">tomaten</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/tomatenblok/"" rel=""tag"">tomatenblok</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/tomatenblokjes/"" rel=""tag"">tomatenblokjes</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/verse-groenten/"" rel=""tag"">verse groenten</a>",elvea-tomatenblokjes-met-verse-groenten-800g,3.44,,instock,,"blik|elvea|tomaten|tomatenblok|tomatenblokjes|verse groenten","Supermarkt>Groenten>Pot en blik",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
545,0,328,nl,"Bakboter 500g","<p>Product: Bakboter<br />
Formaat: 500g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/bakboter/"" rel=""tag"">bakboter</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/bakken/"" rel=""tag"">bakken</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/boter/"" rel=""tag"">boter</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/braden/"" rel=""tag"">braden</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/margarine/"" rel=""tag"">margarine</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/olie/"" rel=""tag"">olie</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/vet/"" rel=""tag"">vet</a>",bakboter-500g,0.63,,instock,,bakboter|bakken|boter|braden|margarine|olie|vet,"Supermarkt>Smaak/ olie/ toppings",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
547,0,334,nl,"Brood volkoren 800g (gesneden)","<p>Product: Brood volkoren (gesneden)<br />
Formaat: 800g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/brood/"" rel=""tag"">brood</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volkoren/"" rel=""tag"">volkoren</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volkorenbrood/"" rel=""tag"">volkorenbrood</a>",brood-volkoren-800g-gesneden,1274.00,,instock,,brood|volkoren|volkorenbrood,"Supermarkt>Brood &amp; beleg",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
550,0,338,nl,"Diepvries bloemkool 1kg","<p>Product: Diepvries bloemkool<br />
Formaat: 1 kg</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/bloemkool/"" rel=""tag"">bloemkool</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries/"" rel=""tag"">Diepvries</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries-bloemkool/"" rel=""tag"">diepvries bloemkool</a>",diepvries-bloemkool-1kg,0.84,,instock,,"bloemkool|Diepvries|diepvries bloemkool",Supermarkt>Groenten,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
553,0,343,nl,"Diepvries broccoli 1kg","<p>Product: Diepvries broccoli<br />
Formaat: 1 kg</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/broccoli/"" rel=""tag"">broccoli</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries/"" rel=""tag"">Diepvries</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries-broccoli/"" rel=""tag"">diepvries broccoli</a>",diepvries-broccoli-1kg,1.11,,instock,,"broccoli|Diepvries|diepvries broccoli",Supermarkt>Groenten,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
555,0,346,nl,"Diepvries soepgroenten 1,5kg","<p>Product: Diepvries soepgroenten<br />
Formaat: 1,5 kg</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries/"" rel=""tag"">Diepvries</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries-soepgroenten/"" rel=""tag"">diepvries soepgroenten</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/soep/"" rel=""tag"">soep</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/soepgroenten/"" rel=""tag"">soepgroenten</a>",diepvries-soepgroenten-15kg,1.41,,instock,,"Diepvries|diepvries soepgroenten|soep|soepgroenten",Supermarkt>Groenten,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
557,0,350,nl,"Diepvries kipborstfilet 1kg","<p>Product: Diepvries kipborstfilet<br />
Formaat: 1 kg</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries/"" rel=""tag"">Diepvries</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries-kip/"" rel=""tag"">diepvries kip</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries-kipborstfilet/"" rel=""tag"">diepvries kipborstfilet</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries-kipfilet/"" rel=""tag"">diepvries kipfilet</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/kip/"" rel=""tag"">kip</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/kipborstfilet/"" rel=""tag"">kipborstfilet</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/kipfilet/"" rel=""tag"">kipfilet</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/vlees/"" rel=""tag"">vlees</a>",diepvries-kipborstfilet-1kg,5.08,,instock,,"Diepvries|diepvries kip|diepvries kipborstfilet|diepvries kipfilet|kip|kipborstfilet|kipfilet|vlees",Supermarkt>Vlees/Vis/Veggie,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
561,0,363,nl,"Diepvries kippenworst 1kg","<p>Product: Diepvries kippenbraadworst<br />
Formaat: 1 kg</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries/"" rel=""tag"">Diepvries</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvriesworsten/"" rel=""tag"">diepvriesworsten</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/rund/"" rel=""tag"">rund</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/rund-varken/"" rel=""tag"">rund-varken</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/varken/"" rel=""tag"">varken</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/worst/"" rel=""tag"">worst</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/worsten/"" rel=""tag"">worsten</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/worsten-rund-varken/"" rel=""tag"">worsten rund-varken</a>",diepvries-kippenworst-1kg,4708.00,,instock,,"Diepvries|diepvriesworsten|rund|rund-varken|varken|worst|worsten|worsten rund-varken",Supermarkt>Vlees/Vis/Veggie>Diepvries,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|parent|staff,6vat,taxable,,,,,
563,0,371,nl,"Diepvries wortelblokjes 2.5kg","<p>Product: Diepvries wortelblokjes<br />
Formaat: 2.5 kg</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/blokjes/"" rel=""tag"">blokjes</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries/"" rel=""tag"">Diepvries</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries-wortelen/"" rel=""tag"">diepvries wortelen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/wortel/"" rel=""tag"">wortel</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/wortelblok/"" rel=""tag"">wortelblok</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/wortelblokjes/"" rel=""tag"">wortelblokjes</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/wortelen/"" rel=""tag"">wortelen</a>",diepvries-wortelblokjes-2-5kg,2.10,,instock,,"blokjes|Diepvries|diepvries wortelen|wortel|wortelblok|wortelblokjes|wortelen",Supermarkt>Groenten,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
565,0,378,nl,"Diepvries spinazie 2.5kg","<p>Product: Diepvries spinazie<br />
Formaat: 2.5 kg</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries/"" rel=""tag"">Diepvries</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries-spinazie/"" rel=""tag"">diepvries spinazie</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/diepvries-spinazie-zonder-room/"" rel=""tag"">diepvries spinazie zonder room</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/spinazie/"" rel=""tag"">spinazie</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/zonder-room/"" rel=""tag"">zonder room</a>",diepvries-spinazie-2-5kg,2.81,,instock,,"Diepvries|diepvries spinazie|diepvries spinazie zonder room|spinazie|zonder room",Supermarkt>Groenten,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
567,0,383,nl,"Kipfilet sneetjes 200g","<p>Product: Kipfilet sneetjes<br />
Formaat: 200g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/beleg/"" rel=""tag"">beleg</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/kip/"" rel=""tag"">kip</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/kipfilet/"" rel=""tag"">kipfilet</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/kippenwit/"" rel=""tag"">kippenwit</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/snee/"" rel=""tag"">snee</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/sneetjes/"" rel=""tag"">sneetjes</a>",kipfilet-sneetjes-200g,1.20,,instock,,beleg|kip|kipfilet|kippenwit|snee|sneetjes,"Supermarkt>Brood &amp; beleg",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
569,0,388,nl,"Ham in sneetjes, gekookt, ontvet, 250g","<p>Product: Ham in sneetjes, gekookt en ontvet<br />
Formaat: 250g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/beleg/"" rel=""tag"">beleg</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/gekookt/"" rel=""tag"">gekookt</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/gekookte-ham/"" rel=""tag"">gekookte ham</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/ham/"" rel=""tag"">ham</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/hesp/"" rel=""tag"">hesp</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/ontvet/"" rel=""tag"">ontvet</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/ontvette-ham/"" rel=""tag"">ontvette ham</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/snee/"" rel=""tag"">snee</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/sneetjes/"" rel=""tag"">sneetjes</a>",ham-in-sneetjes-gekookt-ontvet-250g,2.22,,instock,,"beleg|gekookt|gekookte ham|ham|hesp|ontvet|ontvette ham|snee|sneetjes","Supermarkt>Brood &amp; beleg",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
571,0,395,nl,"Hamblokjes 250g","<p>Product: hamblokjes<br />
Formaat: 250g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/blok/"" rel=""tag"">blok</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/blokken/"" rel=""tag"">blokken</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/ham/"" rel=""tag"">ham</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/hamblok/"" rel=""tag"">hamblok</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/hamblokjes/"" rel=""tag"">hamblokjes</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/hamreepjes/"" rel=""tag"">hamreepjes</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/hamrepen/"" rel=""tag"">hamrepen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/hesp/"" rel=""tag"">hesp</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/hespenblok/"" rel=""tag"">hespenblok</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/hespenblokjes/"" rel=""tag"">hespenblokjes</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/reepjes/"" rel=""tag"">reepjes</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/rpeen/"" rel=""tag"">rpeen</a>",hamblokjes-250g,1.64,,instock,,blok|blokken|ham|hamblok|hamblokjes|hamreepjes|hamrepen|hesp|hespenblok|hespenblokjes|reepjes|rpeen,Supermarkt>Vlees/Vis/Veggie,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|parent|staff,6vat,taxable,,,,,
574,0,400,nl,"Gehakt rund-varken 500g","<p>Product: Gehakt rund-varken<br />
Formaat: 500g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/bereid-gehakt/"" rel=""tag"">bereid gehakt</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/gehakt/"" rel=""tag"">gehakt</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/rund/"" rel=""tag"">rund</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/rund-varken/"" rel=""tag"">rund-varken</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/varken/"" rel=""tag"">varken</a>",gehakt-rund-varken-500g,5.61,,instock,,"bereid gehakt|gehakt|rund|rund-varken|varken",Supermarkt>Vlees/Vis/Veggie,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
576,0,403,nl,"Aardappelen 5kg (groot formaat)","<p>Product: Aardappelen<br />
Formaat: 5 kg</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/aardappel/"" rel=""tag"">aardappel</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/aardappelen/"" rel=""tag"">aardappelen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/grote-aardappel/"" rel=""tag"">grote aardappel</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/grote-aardappelen/"" rel=""tag"">grote aardappelen</a>",aardappelen-5kg-groot-formaat,4.67,,instock,,"aardappel|aardappelen|grote aardappel|grote aardappelen",Supermarkt>Aardappelen,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
578,0,408,nl,"Sla 1st","<p>Product: Sla<br />
Formaat: 1 stuk</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/salade/"" rel=""tag"">salade</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/sla/"" rel=""tag"">sla</a>",sla-1st,7453.00,,instock,,salade|sla,Supermarkt>Groenten,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
580,0,409,nl,"Bananen, meer geel dan groen, 1kg (min 5st.)","<p>Product: Bananen, de bananen zijn meer geel dan groen<br />
Formaat: 1kg</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/banaan/"" rel=""tag"">banaan</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/bananen/"" rel=""tag"">bananen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/fruit/"" rel=""tag"">fruit</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/geel/"" rel=""tag"">geel</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/gele-bananen/"" rel=""tag"">gele bananen</a>",bananen-meer-geel-dan-groen-1kg-min-5st,9434.00,,instock,,"banaan|bananen|fruit|geel|gele bananen",Supermarkt>Fruit,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
582,0,415,nl,"Bananen, meer groen dan geel, 1kg (min. 5st)","<p>Product: Bananen, de bananen zijn meer groen dan geel<br />
Formaat: 1kg (min. 5st)</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/banaan/"" rel=""tag"">banaan</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/bananen/"" rel=""tag"">bananen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/fruit/"" rel=""tag"">fruit</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/groen/"" rel=""tag"">groen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/groene-bananen/"" rel=""tag"">groene bananen</a>",bananen-meer-groen-dan-geel-1kg-min-5st,9434.00,,instock,,"banaan|bananen|fruit|groen|groene bananen",Supermarkt>Fruit,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
584,0,418,nl,"Meloen (min. 0,8 st)","<p>Product: Meloen <br />
Formaat: 1kg (min. 0,8 st)</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/fruit/"" rel=""tag"">fruit</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/galia/"" rel=""tag"">galia</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/galia-meloen/"" rel=""tag"">galia meloen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/meloen/"" rel=""tag"">meloen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/meloenen/"" rel=""tag"">meloenen</a>",meloen-min-08-st,14057.00,,instock,,"fruit|galia|galia meloen|meloen|meloenen",Supermarkt>Fruit,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
