ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"WPML Translation ID","WPML Language Code","Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_aantal_kg)","Attribute Value (pa_aantal_kg)","Attribute In Variations (pa_aantal_kg)","Attribute Is Visible (pa_aantal_kg)","Attribute Is Taxonomy (pa_aantal_kg)","Attribute Name (pa_aantalkg)","Attribute Value (pa_aantalkg)","Attribute In Variations (pa_aantalkg)","Attribute Is Visible (pa_aantalkg)","Attribute Is Taxonomy (pa_aantalkg)","Attribute Name (pa_color)","Attribute Value (pa_color)","Attribute In Variations (pa_color)","Attribute Is Visible (pa_color)","Attribute Is Taxonomy (pa_color)","Attribute Name (pa_maat)","Attribute Value (pa_maat)","Attribute In Variations (pa_maat)","Attribute Is Visible (pa_maat)","Attribute Is Taxonomy (pa_maat)","Attribute Name (pa_merk)","Attribute Value (pa_merk)","Attribute In Variations (pa_merk)","Attribute Is Visible (pa_merk)","Attribute Is Taxonomy (pa_merk)","Shipping Class","Product Visibility",URL,Title,Caption,Description,"Alt Text",Featured,URL,"Product Type",Tags,Productcategorieën,Producttags,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",Address,"Address 2",Town/City,State,ZIP,"Daycare Owner","Daycare Staff",Daycare,"Daycare Staff",Parent,"Parent Extra","What you need","DNA content",Daycare(s),"Business user","VAT number"
521,"Volle melk 1l","Product: Volle melk
Formaat: 1l",,20180701,product,https://www.wingparent.be/product/volle-melk-1l/,259,nl,0,,0.67,0.67,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Dranken,1|babyvoeding|groeimelk|l|melk|vol|volle|zuivel,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,volle-melk-1l,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
523,"Bouillon groenten 12x10g","Product: Bouillon groenten
Formaat: 12x10g",,20180701,product,https://www.wingparent.be/product/bouillon-groenten-12x10g/,266,nl,0,,0.37,0.37,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Smaakmaker/ olie/ toppings",bouillon|groente|groenten|vegetarisch|veggie,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,bouillon-groenten-12x10g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
526,"Bouillon vlees 12x10g","Product: Bouillon vlees
Formaat: 12x10g",,20180701,product,https://www.wingparent.be/product/bouillon-vlees-12x10g/,273,nl,0,,0.37,0.37,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Smaakmaker/ olie/ toppings",bouillon|vlees,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,bouillon-vlees-12x10g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
528,"Bouillon kip 12x10g","Product: Bouillon kip
Formaat: 12x10g",,20180701,product,https://www.wingparent.be/product/bouillon-kip-12x10g/,275,nl,0,,0.37,0.37,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Smaakmaker/ olie/ toppings",bouillon|kip|kippenbouillon,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,bouillon-kip-12x10g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
530,"Macaroni 500g","Product: Macaroni 
Formaat: 500g",,20180701,product,https://www.wingparent.be/product/macaroni-500g/,278,nl,0,,0.33,0.33,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Pasta &amp; Rijst",500g|deegwaren|macaroni|pasta,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,macaroni-500g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
532,"spaghetti 500g","Product: Spaghetti
Formaat: 500g",,20180701,product,https://www.wingparent.be/product/spaghetti-500g/,283,nl,0,,0.32,0.32,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Pasta &amp; Rijst",500g|deegwaren|pasta|spaghetti,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,spaghetti-500g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
534,"Rijst 4x125g","Product: Rijst in builtjes
Formaat: 4x125g",,20180701,product,https://www.wingparent.be/product/rijst-4x125g/,285,nl,0,,0.46,0.46,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Pasta &amp; Rijst",builtjes|langkorrel|langkorrelrijst|rijst,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,rijst-4x125g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
536,"Smeerboter Omega 3 500g","Product: Smeerboter met Omega 3 in vlootje
Formaat: 500g",,20180701,product,https://www.wingparent.be/product/smeerboter-omega-3-500g/,290,nl,0,,0.87,0.87,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Brood/Beleg/Ontbijt,"3|boter|margarine|omega|omega 3|smeerboter|vlootje",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,smeerboter-omega-3-500g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
538,"Betterfood Lu 175g (6m+)","Product: Betterfood Lu, pletkoekjes voor + 6 maanden
Formaat: 175g",,20180701,product,https://www.wingparent.be/product/betterfood-lu-175g-voor-6m/,299,nl,0,,1.26,1.26,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Babyvoeding &amp; koeken","6|6 maanden|6m+|baby|betterfood|fruitpap|koek|koekjesmeel|lu|ouder dan 6 maanden|pletkoek|pletkoekjes|verdikking",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,betterfood-lu-175g-voor-6m,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
540,"Confituur aardbei 450g","Product: Confituur aardbei
Formaat: 450g",,20180701,product,https://www.wingparent.be/product/confituur-aardbei-450g/,313,nl,0,,0.77,0.77,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Brood/Beleg/Ontbijt,aardbei|aardbeien|aardbeienconfituur|confituur|rood|vruchten,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,confituur-aardbei-450g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
542,"Elvea tomatenblokjes met verse groenten 800g","Product: Elvea tomatenblokjes met verse groenten in blik
Formaat: 800g",,20180701,product,https://www.wingparent.be/product/elvea-tomatenblokjes-met-verse-groenten-800g/,321,nl,0,,3.44,3.44,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Blik &amp; brik","blik|elvea|tomaten|tomatenblok|tomatenblokjes|verse groenten",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,elvea-tomatenblokjes-met-verse-groenten-800g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
545,"Bakboter 500g","Product: Bakboter
Formaat: 500g",,20180701,product,https://www.wingparent.be/product/bakboter-500g/,328,nl,0,,0.63,0.63,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Smaakmaker/ olie/ toppings",bakboter|bakken|boter|braden|margarine|olie|vet,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,bakboter-500g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
547,"Brood volkoren 800g (gesneden)","Product: Brood volkoren (gesneden)
Formaat: 800g",,20180701,product,https://www.wingparent.be/product/brood-volkoren-800g/,334,nl,0,,1.20,1.20,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Brood/Beleg/Ontbijt,brood|volkoren|volkorenbrood,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,brood-volkoren-800g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
550,"Diepvries bloemkool 1kg","Product: Diepvries bloemkool 
Formaat: 1 kg",,20180701,product,https://www.wingparent.be/product/diepvries-bloemkool-1kg/,338,nl,0,,1.16,1.16,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,"bloemkool|Diepvries|diepvries bloemkool",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-bloemkool-1kg,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
553,"Diepvries broccoli 1kg","Product: Diepvries broccoli
Formaat: 1 kg",,20180701,product,https://www.wingparent.be/product/diepvries-broccoli-1kg/,343,nl,0,,1.11,1.11,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,"broccoli|Diepvries|diepvries broccoli",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-broccoli-1kg,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
555,"Diepvries soepgroenten 1,5kg","Product: Diepvries soepgroenten
Formaat: 1,5 kg",,20180701,product,https://www.wingparent.be/product/diepvries-soepgroenten-15kg/,346,nl,0,,1.41,1.41,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,"Diepvries|diepvries soepgroenten|soep|soepgroenten",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-soepgroenten-15kg,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
557,"Diepvries kipborstfilet 1kg","Product: Diepvries kipborstfilet
Formaat: 1 kg",,20180701,product,https://www.wingparent.be/product/diepvries-kipborstfilet-1kg/,350,nl,0,,5.08,5.08,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Vlees/Vis/Veggie,"Diepvries|diepvries kip|diepvries kipborstfilet|diepvries kipfilet|kip|kipborstfilet|kipfilet|vlees",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-kipborstfilet-1kg,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
559,"Diepvries kalkoen filet 1kg","Product: Diepvries kalkoen filet
Formaat: 1 kg",,20180701,product,https://www.wingparent.be/product/diepvries-kalkoen-filet-1kg/,356,nl,0,,12.22,12.22,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Vlees/Vis/Veggie,"Diepvries|diepvries filet|diepvries kalkoen|diepvries kalkoenfilet|filet|kalkoen|kalkoenfilet|vlees",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-kalkoen-filet-1kg,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
561,"Diepvries worst (rund-varken) 1kg","Product: Diepvries worst, rund-varken
Formaat: 1 kg",,20180701,product,https://www.wingparent.be/product/diepvries-worst-rund-varken-1kg/,363,nl,0,,6.51,6.51,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Vlees/Vis/Veggie,"Diepvries|diepvriesworsten|rund|rund-varken|varken|worst|worsten|worsten rund-varken",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-worst-rund-varken-1kg,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
563,"Diepvries wortelblokjes 2.5kg","Product: Diepvries wortelblokjes
Formaat: 2.5 kg",,20180701,product,https://www.wingparent.be/product/diepvries-wortelblokjes-2-5kg/,371,nl,0,,2.81,2.81,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,"blokjes|Diepvries|diepvries wortelen|wortel|wortelblok|wortelblokjes|wortelen",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-wortelblokjes-2-5kg,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
565,"Diepvries spinazie 2.5kg","Product: Diepvries spinazie
Formaat: 2.5 kg",,20180701,product,https://www.wingparent.be/product/diepvries-spinazie-2-5kg/,378,nl,0,,2.81,2.81,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,"Diepvries|diepvries spinazie|diepvries spinazie zonder room|spinazie|zonder room",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,diepvries-spinazie-2-5kg,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
567,"Kipfilet sneetjes 200g","Product: Kipfilet sneetjes
Formaat: 200g",,20180701,product,https://www.wingparent.be/product/kipfilet-sneetjes-200g/,383,nl,0,,1.20,1.20,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Brood/Beleg/Ontbijt,beleg|kip|kipfilet|kippenwit|snee|sneetjes,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,kipfilet-sneetjes-200g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
569,"Ham in sneetjes, gekookt, ontvet, 250g","Product: Ham in sneetjes, gekookt en ontvet
Formaat: 250g",,20180701,product,https://www.wingparent.be/product/ham-gekookt-ontvet-250g/,388,nl,0,,2.22,2.22,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Brood/Beleg/Ontbijt,"beleg|gekookt|gekookte ham|ham|hesp|ontvet|ontvette ham|snee|sneetjes",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,ham-gekookt-ontvet-250g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
571,"Hamblokjes 250g","Product: hamblokjes
Formaat: 250g",,20180701,product,https://www.wingparent.be/product/hamblokjes-250g/,395,nl,0,,1.64,1.64,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Vlees/Vis/Veggie,ham|hamblok|hamblokjes|hesp|hespenblok|hespenblokjes,publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,hamblokjes-250g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
574,"Gehakt rund-varken 500g","Product: Gehakt rund-varken
Formaat: 500g",,20180701,product,https://www.wingparent.be/product/gehakt-rund-varken-500g/,400,nl,0,,5.61,5.61,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Vlees/Vis/Veggie,"bereid gehakt|gehakt|rund|rund-varken|varken",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,gehakt-rund-varken-500g,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
576,"Aardappelen 5kg (groot formaat)","Product: Aardappelen
Formaat: 5 kg",,20180701,product,https://www.wingparent.be/product/aardappelen-5kg-groot-formaat/,403,nl,0,,4.71,4.71,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Aardappelen,"aardappel|aardappelen|grote aardappel|grote aardappelen",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,aardappelen-5kg-groot-formaat,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
578,Sla,"Product: Sla
Formaat: 1 stuk",,20180701,product,https://www.wingparent.be/product/sla/,408,nl,0,,0.84,0.84,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Groenten,"broccoli|Diepvries|diepvries broccoli",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,sla,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
580,"Bananen, meer geel dan groen, 1kg","Product: Bananen, de bananen zijn meer geel dan groen
Formaat: 1kg",,20180701,product,https://www.wingparent.be/product/bananen-meer-geel-dan-groen-1kg/,409,nl,0,,0.94,0.94,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Fruit,"banaan|bananen|fruit|geel|gele bananen",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,bananen-meer-geel-dan-groen-1kg,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
582,"Bananen, meer groen dan geel, 1kg","Product: Bananen, de bananen zijn meer groen dan geel
Formaat: 1kg",,20180701,product,https://www.wingparent.be/product/bananen-meer-groen-dan-geel-1kg/,415,nl,0,,0.94,0.94,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Fruit,"banaan|bananen|fruit|groen|groene bananen",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,bananen-meer-groen-dan-geel-1kg,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
584,"Meloen Galia","Product: Meloen Galia
Formaat: 1kg",,20180701,product,https://www.wingparent.be/product/meloen-galia/,418,nl,0,,1.45,1.45,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Fruit,"fruit|galia|galia meloen|meloen|meloenen",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,meloen-galia,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
586,"Ananas in schijfjes in blik 580ml","Product: Ananas in schijfjes in blik
Formaat: 580ml",,20180701,product,https://www.wingparent.be/product/ananas-in-schijfjes-in-blik-580ml/,423,nl,0,,0.90,0.90,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,"Supermarkt>Blik &amp; brik","ananas|ananas in blik|ananas in schijfjes|blik|siroop",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,ananas-in-schijfjes-in-blik-580ml,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
588,"Wasmiddel hypoallergeen, vloeibaar geconcentr. 1.9l","Product: Wasmiddel hypoallergeen, vloeibaar, geconcentreerd
Formaat: 1,9l",,20180701,product,https://www.wingparent.be/product/wasmiddel-hypoallergeen-vloeibaar-geconcentr-1-9l/,428,nl,0,,4.10,4.10,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Vaatwas/Wassen/Poetsen,"allergisch|geconcentreerd|hypoallergeen|vloeibaar|vloeibaar wasmiddel|was|wasmiddel|wassen",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,wasmiddel-hypoallergeen-vloeibaar-geconcentr-1-9l,,,0,0,open,closed,20180701,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,21vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
590,"Koffiemelk in cups (10st)","Product: Koffiemelk in cups 
Formaat: 10st",,20180702,product,https://www.wingparent.be/product/koffiemelk-in-cups-10st/,437,nl,0,,0.56,0.56,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Dranken,"cup koffiemelk|cups|koffie|koffiecups|melk",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,koffiemelk-in-cups-10st,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
592,"Jonge kaas gouda 500g","Product: jonge kaas gouda
Formaat: 500g",,20180702,product,https://www.wingparent.be/product/jonge-kaas-gouda-500g/,438,nl,0,,3.70,3.70,,instock,,,0,"Aantal kg",,no,no,no,aantalkg,,no,no,no,Color,,no,no,no,Maat,,no,no,no,Merk,,no,no,no,,visible,,,,,,,,simple,,Supermarkt>Brood/Beleg/Ontbijt,"gouda|jong|jonge|jonge kaas|kaas|zuivel",publish,1,wpadmin,karen@leonfurrow.com,Daniela,ddd,jonge-kaas-gouda-500g,,,0,0,open,closed,20180702,no,no,,no,,,,,,,no,no,,,,,-1,-1,,,no,taxable,6vat,,a:0:{},a:0:{},3.4.2,,a:0:{},0,0,,,,,,,,,,,,,,,,
